ID,Position,Scouting Report Sentence(s),Race
1084,CB,Academ Doctrin EnlOth EnlTotPositiv Pstv Strong Active Virtue TrnGainPositiv Eval@ Quality IndAdjStrong Active Complet IAV PowGain PowTotStrong EVAL Quality,NW
1085,CB,Strong Active Polit@ POLIT RitualNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossStrong QualitySpaceStrong Ovrst Know EVAL SureLw,NW
1086,CB,Strong Means EndsLwPositiv Pstv Strong Power Pleasur EMOT Ovrst WlbPsyc WlbTotObject ToolNegativ Ngtv Weak Passive Vice EndsLwPerceiv EnlOth EnlTotSolve IAV,NW
1087,CB,Solve IAVEcon@ ECON ComForm COM FormLwPositiv Econ@ Quan WltOth WltTotKnow WlbPsyc WlbTotAffil ComFormObject ComnObj,NW
1088,CB,Negativ Ngtv Passive Need EndsLwPositiv Pstv Virtue Academ EnlOth EnlTot,NW
1089,LB,Econ@ ECON Rel PowOth PowTotStrong Ovrst Quan SureLwPassive Arousal EndsLwNegativ Ngtv Strong Active NatrPro PowOth PowTot,NW
1090,LB,Active Academ Try IAV EnlEnds EnlTotEcon@ ECON Polit@ POLIT COLL HUQualityBodyPtStrong Ovrst Means EndsLwPower ComForm EnlGain EnlTotActive Travel EndsLw,NW
1091,LB,Object ToolPositiv Nonadlt IndAdjPositiv Nonadlt IndAdjPLACE Region TimeSpcStrong Active Fall IAVPositiv Nonadlt IndAdj,NW
1092,LB,Positiv Strong Virtue EVAL Abs@ ABS MeansLwVary TranLwNegativ Ngtv Hostile Power Passive Vice PowOth PowTotPositiv Strong Virtue EVAL Abs@ ABS MeansLwStrong Power Causal PowLoss PowTotNegativ Decreas,NW
1093,LB,Positiv Nonadlt IndAdjStrong Power Active WorkMeans WltOth WltTotPositiv Pstv Virtue Legal PowAuth PowTotObject FoodPositiv Econ@ Quan WltOth WltTot,NW
1094,LB,Positiv NatrPro Know IndAdjSolve IAVNegativ OvrstPassive Means EnlOth EnlTotPositiv Nonadlt IndAdjStrong Active Increas EndsLw,NW
1095,LB,Positiv Pstv Active ComForm DAV EnlGain EnlTotHostile ComForm PowCon PowTot FormLwNegativ Hostile SocRel Exert,NW
1096,LB,Positiv Nonadlt IndAdjNatrProPositiv NatrPro Know IndAdjIAV RcEthic RcTotPositiv Pstv Strong Virtue Exprsv,NW
1097,LB,Legal Role HU SklPt SklTOTSpace TimeSpcObject BldgPt,NW
1098,DT,Object ToolStrong QualityPositiv Eval@ Quality IndAdjHostile Role HU PowPt PowTotMeans,NW
1099,DT,Negativ Ngtv Strong Active NatrPro PowOth PowTotPositiv Pstv Active ComForm DAV EnlGain EnlTotActive Solve IAVBodyPtQuality,NW
1100,DT,Solve IAVObject BldgPt TimeSpcPositiv Pstv Affil Strong Active Role HU,NW
1101,DT,Strong Active Fall IAVStrong Active Work IAVObject Tool,NW
1102,DT,Positiv Know PerceivNegativ Ngtv Role HUWork IAVQualityBodyPtPositiv Strong Virtue,NW
1103,DT,Active Causal TrnGainActive Exert Abs@ ABS EndsLwFinishPositiv Nonadlt IndAdjNegativ Ngtv Passive Need EndsLwStrong Passive Increas EndsLwPositiv Pstv Strong Abs@ ABS Time@ RspOth RspTot,NW
1104,DT,Solve IAVPassive Arousal EMOTPositiv Pstv Active ComForm DAV EnlGain EnlTot,NW
1105,DT,Negativ OvrstSpaceStrong QuanNegativ Ngtv Passive Need EndsLwPositiv Pstv Virtue Academ EnlOth EnlTotStrong Power Econ@ Role HU WltPt WltTotStrong Active Exert Abs@ ABS TranLw,NW
1106,DT,Travel IAVFinish IAVStrong Work DAV PowOth PowTotNegativ Ngtv Passive Need EndsLwActive Travel TranLwActive Travel TranLw,NW
1107,RB,Ovrst QuanNegativ Weak Active Fail IAV,NW
1108,RB,Positiv Know PerceivLegal Role HU SklPt SklTOTQualityPositiv Active SocRel IAVStrong ComForm EnlOth EnlTot FormLwWeak Submit Passive Rel DAVPositiv Strong VirtueVirtue SklOth SklTOT,NW
1109,RB,Submit Passive Role HU PowPt PowTotPositiv Pstv Affil SocRel IAV AffGain AffTotVirtue SklOth SklTOTStrong Active Exert IAVStrong Milit Role HU PowAuPt PowTotOvrst QuanStrong Work DAV PowOth PowTotBodyPt WlbPhys WlbTotWeak Submit Passive Rel DAV,NW
1110,RB,Strong Power Active WorkNegativ Ngtv Weak Passive Fail IAV PowCon PowTotSolve IAVPositiv Affil Strong IndAdj,NW
1111,RB,Legal Role HU SklPt SklTOTABS DIST Space TimeSpcNegativ Ngtv Hostile Strong Active SocRel IAV TrnLoss,NW
1112,RB,Passive Arousal EMOTSolve IAV,NW
1113,RB,Strong Active Exert IAVSolve IAVPositiv Pstv Active Virtue Abs@ ABS EndsLwQuality,NW
1114,RB,Means WltOth WltTotPassive PerceivSolve IAVObject ToolObject BldgPt TimeSpcPositiv Pstv Active ComForm DAV EnlGain EnlTot,NW
1115,RB,Positiv Pstv Active ComForm DAV EnlGain EnlTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotPositiv Pstv Strong Active Virtue SklOth SklTOTStrong Increas,NW
1116,RB,Virtue SklOth SklTOT,NW
1117,CB,QualityPositiv Pstv Passive Virtue,NW
1118,CB,Positiv Nonadlt IndAdjPassive ArousalPLACE Region TimeSpcABS DIST Space TimeSpcPower ComForm EnlGain EnlTot,NW
1119,CB,Submit Passive Role HUBodyPtAbs@ ABS Time@Negativ Ngtv Hostile Active Virtue PowCon PowTotSpace,NW
1120,CB,Positiv Nonadlt IndAdjStrong Active Fall IAV,NW
1121,CB,Passive Arousal EMOTPositiv Nonadlt IndAdjSubmit Passive Role HUAcadem Doctrin EnlOth EnlTotPositiv Nonadlt IndAdj,NW
1122,CB,Strong Active Travel PowPt PowTot TranLwPositiv Pstv Strong Virtue EndsLw,NW
1123,CB,Negativ Ngtv Vice Ovrst EVAL NegAffActive TravelNegativ Ngtv Weak Active Fail DAVBodyPtComForm IAV RspOth RspTot,NW
1124,CB,NatrProQualityStrong Power Econ@ Role HU WltPt WltTotStrong Work DAV PowOth PowTot,NW
1125,CB,Object ToolPLACE RouteNegativ Ngtv Hostile ArousalSpaceNegativ Active ComForm IAV,NW
1126,WR,Econ@ ECON Rel PowOth PowTotStrong Quan DIMPositiv Nonadlt IndAdj,NW
1127,WR,Active ECON MeansSpacePositiv Strong Virtue EVAL Abs@ ABS MeansLwPositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong Active Travel PowPt PowTot TranLwSpaceQuality,NW
1128,WR,Time@ TimeSpcPositiv Pstv Passive VirtueSolve IAVStrong Active Complet IAV TrnGainPerceiv IAV EnlOth EnlTotStrong Space,NW
1129,WR,Positiv Econ@ Quan WltOth WltTotCausal IfNegativ Ngtv Weak Passive Vice Abs@ ABS WltTran WltTotStrong Space,NW
1130,WR,Solve IAVStrong Means EndsLwPositiv Pstv Strong Virtue EndsLw,NW
1131,WR,Negativ Ngtv Weak Passive Vice SklOth SklTOTNegativ Ngtv Weak Passive Fail IAV PowCon PowTotBodyPtStrong Active Complet IAV PowGain PowTotSpaceStrong SpacePositiv Strong Active Increas,NW
1132,WR,Strong Active Complet IAV TrnGain,NW
1133,WR,Perceiv IAV EnlOth EnlTotNegativ Ngtv Weak Active Fail DAVNegativ OvrstStrong Active Complet IAV TrnGainSpace,NW
1134,OT,Positiv Strong VirtueABS DIST Space TimeSpc,NW
1135,OT,Active Travel TranLwCausal IfMeans WltOth WltTotSpaceVirtue SklOth SklTOTStrong Active Exert IAVPositiv Pstv Strong Virtue PosAffNatrProStrong Active Rise IAVQuality,NW
1136,OT,Solve IAVMilit Object ToolPassive Goal EnlOth EnlTotSpacePositiv Nonadlt IndAdjComForm DAV EnlGain EnlTot,NW
1137,OT,Positiv NatrPro Know IndAdjABS DIST Space TimeSpcPower Active TravelFinishPLACE RouteStrong QualityEcon@ ECON Rel PowOth PowTotStrong Power Active WorkPositiv Affil Strong IndAdjSpaceQuan,NW
1138,OT,Hostile Role HU PowPt PowTotStay IAV EnlGain EnlTotQuanPositiv Affil Strong IndAdjStrong Active Ovrst PersistPositiv Pstv Strong Active Virtue TrnGainSpace,NW
1139,OT,Econ@ Means SklOth SklTOTPositiv Affil Strong IndAdjStrong Ovrst Know EVAL SureLwPositiv Pstv FinishStrong Active Work IAV TrnGain,NW
1140,OT,RitualSpace TimeSpcEcon@ ECON COLL HU WltPt WltTotUndrst EndsLwActive Exert Abs@ ABS EndsLwSpace TimeSpc,NW
1141,OT,Weak Time@ TimeSpcRitualNegativ Ngtv Role HUNegativ Ngtv Weak Passive Vice EndsLwKnowHostile SocRelArousal EndsLw,NW
1142,OT,Positiv Feel Arousal DoctrinPositiv Pstv Virtue EndsLwSpacePLACE LandSpaceSpace TimeSpc,NW
1143,OT,Negativ Ngtv Passive Need EndsLwBodyPtComForm COM PowOth PowTot FormLwNegativ Ngtv Strong Active Finish PowLoss PowTotPower ComForm COM FormLwABS DIST Space TimeSpc,NW
1144,EDGE,Strong Virtue EndsLwPositiv Nonadlt IndAdjCausal EndsLwSpace TimeSpcNatrProPositiv Nonadlt IndAdj,NW
1145,EDGE,Ovrst QuanStrong Ovrst Quan SureLwStrong Quan DIMStrong EVAL QualityStrong Active Fetch DAV TranLwNegativ Ngtv Hostile POLIT Role HU PowCon PowTot,NW
1146,EDGE,Passive ArousalSubmit Passive ComForm TranLwPositiv Nonadlt IndAdjPower ComForm EnlGain EnlTotPositiv Pstv Strong Virtue EVAL SklOth SklTOTNatrPro,NW
1147,EDGE,ABS DIST Space TimeSpcPositiv Pstv Strong Active Exprsv Begin IAV EndsLwRitualStrong Means MeansLwPositiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotActive Travel TranLw,NW
1148,EDGE,Active Travel TranLwKnow WlbPsyc WlbTotPositiv Pstv Strong Virtue EndsLwActive Exert Abs@ ABS EndsLwPositiv Pstv Virtue Econ@ ECON WltOth WltTot,NW
1149,EDGE,Academ Doctrin EnlOth EnlTotNegativ Ngtv Hostile POLIT Role HU PowCon PowTotNegativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotStrong Active Fall IAV,NW
1150,EDGE,BodyPtPower ComForm EnlGain EnlTotPositiv Econ@ Quan WltOth WltTotABS DIST Space TimeSpcSpace,NW
1151,EDGE,Positiv Pstv Active ComForm DAV EnlGain EnlTotPositiv Pstv Affil Strong Active Role HU,NW
1152,EDGE,Negativ Ngtv Weak Passive Vice EndsLwPositiv Strong VirtueStrong Active Increas TimeSpcRitualStrong Stay IAVStrong Ovrst Time@ Intrj SureLwActive Travel TranLw,NW
1153,EDGE,Causal IfPositiv Pstv Strong Virtue EndsLwStrong Power Econ@ Role HU WltPt WltTotStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTot,NW
1154,WR,Positiv Pstv Strong Virtue ExprsvOvrst QuanQualityStrong Power Econ@ Role HU WltPt WltTot,NW
1155,WR,Positiv Pstv Passive VirtueRitualPassive Quan TimeSpcPositiv Nonadlt IndAdjLegal Role HU SklPt SklTOTPositiv Pstv Strong Active Virtue SklOth SklTOTNegativ ComForm PerceivEcon@ ECON ComForm COM FormLwActive Travel IAV TranLwGoal Abs@ ABS EndsLw,NW
1156,WR,Positiv Pstv Strong Active Exprsv Begin IAV EndsLwPositiv Pstv Affil Strong Active Role HUStrong Active Increas TimeSpc,NW
1157,WR,Positiv NatrPro Know IndAdjStrong SpaceStrong Power Active ComForm IAV EnlOth EnlTotPassive Goal EnlOth EnlTot,NW
1158,WR,Positiv Pleasur EMOT UndrstStrong Active Complet IAV TrnGainPassive Arousal EMOTPositiv Pstv Affil Strong Active Role HUSpaceBodyPtStrong Active Increas IAV EndsLwECON Exprsv Ritual,NW
1159,WR,Strong Work DAV PowOth PowTotStrong Active Ovrst PersistPositiv Pstv Active ComForm DAV EnlGain EnlTotSpaceStrong Active Complet IAV TrnGainPositiv Nonadlt IndAdjNegativ Ngtv Passive Need EndsLwAcadem Doctrin EnlOth EnlTot,NW
1160,WR,Strong Means EndsLwSpaceStrong Active Exert IAV TranLw,NW
1161,WR,Solve IAVFinish IAVPositiv Pstv Strong Virtue ExprsvSpace TimeSpcAbs@ ABS Time@,NW
1162,WR,Solve IAVStrong Active Fall IAVNegativ Ngtv Weak Passive Fail IAV PowCon PowTotPassive Travel IAV,NW
1163,WR,Negativ Ngtv Weak Passive Vice EndsLwRitualPassive Goal EnlOth EnlTotObject Tool,NW
1164,LB,Positiv Nonadlt IndAdjSpace TimeSpcNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotMeans WltOth WltTot,NW
1165,LB,Space TimeSpcPositiv Nonadlt IndAdjNatrPro,NW
1166,LB,Strong Power Active WorkObject BldgPt TimeSpcPositiv Nonadlt IndAdjStrong Active Fetch IAV TrnGainStrong Active Rise IAV,NW
1167,LB,Strong Active Exert IAVStrong Milit Role HU PowAuPt PowTotNegativ Ngtv Weak Passive Vice Abs@ ABS WltTran WltTotFinish,NW
1168,LB,FinishSpaceAcadem PLACE Social EnlOth EnlTot,NW
1169,LB,Positiv Role HU KnowActive Exert Abs@ ABS EndsLwNegativ OvrstKnow EnlGain EnlTotPositiv Nonadlt IndAdjStrong Active Increas EndsLw,NW
1170,LB,Active TravelNegativ Ngtv Role HUStrong Active Rise IAV,NW
1171,LB,Positiv Econ@ Quan WltOth WltTotHostile ComForm PowCon PowTot FormLwPositiv Nonadlt IndAdjNegativ Ngtv Passive Need EndsLwPositiv Nonadlt IndAdj,NW
1172,LB,Negativ Weak Active Travel IAVABS DIST Space TimeSpcPower ComForm EnlGain EnlTotPositiv Nonadlt IndAdjSpacePositiv Pstv Strong Virtue EndsLwOvrst Know,NW
1173,LB,Positiv Eval@ Quality IndAdjStrong Work DAV PowOth PowTotRitual,NW
1174,C,Strong Ovrst Time@ Intrj SureLwWeak Submit Passive Rel DAVStrong Active Fetch DAV TranLwNegativ Ngtv Hostile POLIT Role HU PowCon PowTot,W
1175,C,BodyPt WlbPhys WlbTotPower Active TravelQualityStrong Active Rise IAVStrong Power Econ@ Role HU WltPt WltTotStrong Solve IAV,W
1176,C,NatrProPositiv Pstv Passive VirtueStrong Active Exert IAVPositiv Pstv Virtue EVAL PosAffPositiv Feel Arousal DoctrinSpaceStrong Quan,W
1177,C,ABS DIST Space TimeSpcActive Travel TranLwPositiv Pstv Active ComForm DAV EnlGain EnlTotPassive Goal EnlOth EnlTotPositiv Affil Strong IndAdj,W
1178,C,BodyPt WlbPhys WlbTotBodyPtStrong Stay IAVPositiv Affil Strong IndAdj,W
1179,C,Strong Space IAV PosAffWeak Space DIMPassive Goal EnlOth EnlTot,W
1180,C,Negativ Ngtv Strong Active NatrPro PowOth PowTotPositiv Strong NatrProStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTot,W
1181,C,Object ToolStrong Quan DIMNegativ Ngtv Hostile POLIT Role HU PowCon PowTotStrong Ovrst Quan SureLwStrong Active Exert IAV TranLwObject ComnObj,W
1182,LB,Positiv Pstv Virtue EVAL PosAffPositiv Pstv Doctrin RcEthic RcTotPositiv Pstv Strong Power Active Goal EndsLwStay IAV EnlGain EnlTotSpacePositiv Pstv Strong Virtue ExprsvActive Travel TranLw,NW
1183,LB,Positiv Nonadlt IndAdjPositiv Pstv Strong Virtue EVAL SklOth SklTOTNegativ Ngtv Strong Active NatrPro PowOth PowTotStrong Active Fall IAV,NW
1184,LB,Positiv Eval@ Quality IndAdjActive Travel IAV TranLwOvrst QuanPositiv Strong VirtuePower ComForm EnlGain EnlTotActive Travel EndsLw,NW
1185,LB,Arousal EndsLwNegativ Ngtv Hostile Strong Active SocRel IAV PowLoss PowTotSpace TimeSpcPositiv Pstv Strong Power Virtue MeansLwPositiv Nonadlt IndAdj,NW
1186,LB,Object ToolPositiv Ovrst Know IndAdjStrong Active Increas TimeSpcNegativ Ngtv Vice Ovrst EVAL NegAffStrong Active Complet IAV TrnGainMeans WltOth WltTotEcon@ ECON ComForm COM FormLw,NW
1187,LB,Positiv NatrPro Know IndAdjNegativ Hostile Active IPadjNegativ Ngtv Weak Active Fail DAVFinishAcadem PLACE Social EnlOth EnlTotNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotStrong Rel IAV TranLwEcon@ Means SklOth SklTOT,NW
1188,LB,Positiv Nonadlt IndAdjQualityPassive PerceivSpace TimeSpc,NW
1189,LB,Positiv Nonadlt IndAdjNegativ Ngtv Vice EnlOth EnlTotNegativ Ngtv Vice Ovrst EVAL NegAffNegativ Ngtv Weak Passive Vice EndsLwStrong Ovrst Means EndsLwPositiv Active ComForm Solve IAV,NW
1190,LB,Active Travel EndsLwWeak Undrst FREQ TimeSpcNegativ Passive Increas IAVNegativ Ngtv Passive Need EndsLwNegativ Ngtv Hostile Strong Active Vice PowCon PowTotSpace,NW
1191,LB,Negativ Ngtv Role HUNegativ OvrstPassive Goal EndsLw,NW
1192,EDGE,Positiv Pstv Rel IAV RspGain RspTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotPositiv Pstv Virtue EVAL SklOth SklTOTECON POLIT Name,NW
1193,EDGE,Active Vary IAV,NW
1194,EDGE,Positiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotSpace DIM TimeSpcPositiv Pstv Strong Ovrst Quan,NW
1195,EDGE,Positiv Pstv Strong Virtue EVAL SklOth SklTOTStrong Ovrst Time@ Intrj SureLwObject ToolNegativ Hostile Active Exert IAVStrong Active Fetch DAV TranLwStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTot,NW
1196,EDGE,Positiv Nonadlt IndAdjNegativ Ngtv Hostile Power Passive Vice PowOth PowTotPassive PerceivPositiv Pstv Affil Active Virtue EVAL MeansLwCausal,NW
1197,EDGE,Hostile Strong Active Stay IAV PowCon PowTotStrong Active Exert IAV TranLwActive Exert DAV,NW
1198,EDGE,Means WltOth WltTotSpacePositiv Pstv Active ComForm DAV EnlGain EnlTotStrong Work DAV PowOth PowTotPositiv Pstv Strong Active Virtue SklOth SklTOTPositiv Pstv Active ComForm DAV EnlGain EnlTot,NW
1199,EDGE,Negativ Ngtv Hostile Active Virtue PowCon PowTotQuality,NW
1200,EDGE,Negativ Ngtv Weak Passive Vice SklOth SklTOTPositiv Pstv Virtue EVAL WltOth WltTotNegativ Ngtv Hostile Strong Active SocRel IAV PowLoss PowTotNegativ Ngtv Passive Need EndsLwPositiv Pstv Ovrst RelHostile Role HU PowPt PowTot,NW
1201,DT,Positiv Nonadlt IndAdjSpace TimeSpcPositiv Pstv Strong Virtue EndsLw,NW
1202,DT,SpaceABS DIST Space TimeSpcStrong Stay IAVStrong Quan,NW
1203,DT,Positiv Pstv Affil Active Virtue EVAL MeansLwPLACE RouteStrong Space IAV PosAffPositiv Pstv Virtue Undrst EVAL EndsLw,NW
1204,DT,Positiv Pstv Strong Active Virtue TrnGainPositiv Strong Virtue EVAL Abs@ ABS MeansLwHostile Strong Power Active Milit SocRel IAV PowCon PowTotNegativ Ngtv Hostile Strong Active SocRel IAV PowLoss PowTotObject Tool,NW
1205,DT,Passive Perceiv IAV EnlOth EnlTotStrong Active Increas EndsLwStrong QuanCausal IfStrong NatrPro WltOth WltTotPositiv Pstv Active Passive Means EnlOth EnlTot,NW
1206,DT,RitualSpace TimeSpcObject ToolObject ToolPositiv Affil Strong IndAdj,NW
1207,DT,Virtue Ovrst EVALHostile Strong Power Active Milit SocRel IAV PowCon PowTotStrong Ovrst Space DIM SureLwStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotQualityABS DIST Space TimeSpcCausalNegativ OvrstStrong Solve IAV,NW
1208,DT,Strong Active Travel PowPt PowTot TranLwStrong Power Econ@ Role HU WltPt WltTotPositiv Pstv Strong Virtue EVAL SklOth SklTOTNegativ Ngtv Passive Need EndsLwPositiv Pstv Strong Active Virtue TrnGainPositiv Pstv Strong Active Virtue TrnGainStrong Power Econ@ Role HU WltPt WltTotSubmit Passive SocRel IAV TranLw,NW
1209,EDGE,Active Causal TrnGainActive Causal TrnGain,NW
1210,EDGE,Negativ Ngtv Role HUPositiv Pstv Strong Active Exprsv Begin IAV EndsLwNegativ Vice OvrstSpaceSpace TimeSpc,NW
1211,EDGE,QualityNegativ Ngtv Strong Active NatrPro PowOth PowTotWork IAVObject ToolHostile ComForm PowCon PowTot FormLw,NW
1212,EDGE,Arousal EndsLwSpace TimeSpcNegativ Hostile Active Exert IAVPositiv Complet QuanStrong Ovrst Space DIM SureLwPositiv Pstv Active Work IAV,NW
1213,EDGE,Hostile Strong Active Space PowOth PowTotStrong Active Fall IAVActive TravelPositiv Nonadlt IndAdj,NW
1214,EDGE,Affil Strong Role Kin@ MALE HU AffPt AffTotECON Exprsv RitualAffil Active Academ SocRel IAVNegativ Ngtv Weak Passive Vice EndsLw,NW
1215,EDGE,BodyPtNegativ Ngtv Weak Passive Vice EndsLwECON POLIT NameBodyPt WlbPhys WlbTotPositiv Nonadlt IndAdjWeak Space DIMStrong Solve IAVPositiv Pstv Affil Arousal EMOT AffOth AffTotPositiv Pstv Active ComForm DAV EnlGain EnlTotStrong Work DAV PowOth PowTot,NW
1216,EDGE,Hostile Vice Legal RcEthic RcTotNegativ Hostile Active Exert IAVStrong Means MeansLw,NW
1217,EDGE,Negativ Ngtv Passive Need EndsLwIAV RcEthic RcTotSolve IAVNegativ Ngtv Hostile Power Passive Vice PowOth PowTotWork IAV,NW
1218,EDGE,Virtue Ovrst RcEnds RcTot FormLwNegativ Ngtv Weak Passive Vice EndsLwFinish,NW
1219,RB,Power ECON Polit@ POLIT COLL HU PowAuPt PowTot,NW
1220,RB,Positiv Pstv Virtue EVAL PosAffMeans WltOth WltTotPositiv Pstv ComForm EnlOth EnlTot FormLwPositiv Pstv Strong Active Exprsv Begin IAV EndsLwNegativ Ngtv Hostile Strong Active SocRel IAV PowLoss PowTotActive Travel IAV,NW
1221,RB,Positiv Pstv Virtue Undrst EVAL EndsLwRitualPositiv Pstv Affil SocRel IAV AffGain AffTotPositiv Nonadlt IndAdjFinishNegativ Ngtv Weak Active Fail DAVPower Active Travel,NW
1222,RB,Negativ Weak Active Fail IAVEcon@ Means SklOth SklTOTNegativ Ngtv Hostile Strong Active SocRel IAV TrnLoss,NW
1223,RB,Virtue Ovrst EVALPositiv Pstv Virtue Abs@ ABS EndsLwPositiv Affil Strong IndAdj,NW
1224,RB,Strong Ovrst Persist TimeSpcCOLL HUVirtue SklOth SklTOTSpacePositiv Nonadlt IndAdjPositiv Pstv Active Exprsv Travel AffOth AffTotSpace TimeSpc,NW
1225,RB,Negativ Ngtv Weak Passive Vice EndsLwPositiv NatrPro Know IndAdjActive Travel TranLwTime@ TimeSpcSpace TimeSpcPassive Arousal EMOT,NW
1226,RB,Negativ Ngtv Weak Active Fail DAVFinishActive Travel TranLwVirtueObject ToolVirtue SklOth SklTOT,NW
1227,RB,Negativ Weak ViceVirtue Ovrst EVALPositiv Feel IndAdj,NW
1228,RB,Negativ Hostile Arousal EMOT IndAdj PowCon PowTot,NW
1229,RB,Positiv Pstv Virtue Undrst EVAL EndsLwStrong Active Fall IAVVirtue SklOth SklTOTPositiv Pstv Virtue Legal PowAuth PowTot,NW
1230,RB,Travel IAVStrong Virtue EndsLwTime@ TimeSpcPositiv Feel IndAdjPositiv Pstv Affil Active Virtue EVAL MeansLw,NW
1231,RB,Positiv Pstv Strong Active Virtue SklOth SklTOT,NW
1232,RB,Positiv Affil Strong IndAdjMeans WltOth WltTotNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossStrong Virtue EndsLw,NW
1233,RB,Negativ Ngtv Passive Need EndsLwStrong Power Causal PowLoss PowTotNegativ Weak Active Fail IAVNegativ Ngtv Vice EnlOth EnlTotVirtue SklOth SklTOTPositiv Strong Virtue EVAL Abs@ ABS MeansLwVirtue Ovrst RcEnds RcTot FormLwBodyPt,NW
1234,RB,Negativ Ngtv Hostile Power Passive Vice PowOth PowTotABS DIST Space TimeSpcNegativ Ngtv Role HUNegativ Weak Active Undrst ComForm IAVSpace TimeSpc,NW
1235,RB,Econ@ Role HU SklPt SklTOTPositiv Nonadlt IndAdjNegativ Ngtv Passive Need EndsLwPositiv Pstv Strong Active Virtue TrnGain,NW
1236,RB,Negativ OvrstABS DIST Space TimeSpcSpaceVirtue SklOth SklTOTNegativ Ngtv Passive Need EndsLwStrong QuanStrong Power Active Work,NW
1237,EDGE,Active WorkPositiv Pstv Virtue Econ@ ECON WltOth WltTotStrong Ovrst Quan SureLwPositiv Pstv Strong Virtue EVAL SklOth SklTOTPositiv Pstv Quality,NW
1238,EDGE,Strong Ovrst Quan SureLwStrong Active Fall IAVNegativ Ngtv Hostile Strong Power Active SocRel IAV PowLoss PowTot,NW
1239,EDGE,Positiv Nonadlt IndAdjObject Tool,NW
1240,EDGE,BodyPtStrong Active Exert IAVEcon@ ECON Rel PowOth PowTotPositiv Pstv Virtue Undrst EVAL EndsLw,NW
1241,EDGE,Hostile Strong Power Active Milit SocRel IAV PowCon PowTotSpace TimeSpcStrong Virtue EndsLw,NW
1242,EDGE,Positiv Nonadlt IndAdjEcon@ ECON COLL HU WltPt WltTot,NW
1243,EDGE,Strong Solve IAVPositiv Pstv Affil Strong Passive Object ComnObj COM EndsLwPositiv Pstv Affil Active Virtue EVAL MeansLwPositiv Pstv Active ComForm DAV EnlGain EnlTotStrong Work DAV PowOth PowTotMeans WltOth WltTotSpace,NW
1244,EDGE,Negativ Ngtv Weak Passive Fail IAV PowCon PowTotMeans EndsLwPositiv Pstv Active Passive Means EnlOth EnlTot,NW
1245,EDGE,Positiv Pstv Strong QualityNegativ Ngtv Role HUMeans WltOth WltTotMeans EndsLwActive Travel TranLwSpaceSpace TimeSpc,NW
1246,EDGE,Positiv Nonadlt IndAdjNegativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Strong Virtue EndsLwPositiv Pstv ComForm IAV RspGain RspTotNegativ Weak ComForm Fail RcEthic RcTotNegativ Weak Undrst ComForm IAV,NW
1247,DT,Positiv Pstv Virtue EVAL PosAffPositiv Pstv Virtue Legal PowAuth PowTot,NW
1248,DT,Negativ Ngtv Hostile Strong Power Active SocRel IAV PowLoss PowTotNegativ Strong Power Active IAVPerceiv EnlOth EnlTotStrong Power Active Exert IAV PowOth PowTot,NW
1249,DT,Hostile Strong Active Stay IAV PowCon PowTotStrong Milit Role HU PowAuPt PowTotStrong Quan,NW
1250,DT,Active NatrPro WlbPhys WlbTotStrong Space IAV PosAffStrong Quan DIMStrong Active Fetch DAV TranLwBodyPt,NW
1251,DT,Negativ Stay IndAdjActive Travel IAV TranLwGoal Abs@ ABS EndsLwPositiv Strong Virtue EVAL Abs@ ABS MeansLwStrong Space IAV PosAff,NW
1252,DT,Object Tool WlbGain WlbTotStrong Active Exert IAV TranLwNegativ Ngtv Vice Ovrst EVAL NegAffSolve IAVQualityQuan,NW
1253,DT,Negativ Ngtv Weak Passive Vice EndsLwPositiv Nonadlt IndAdj,NW
1254,DT,Negativ Ngtv Weak Passive Vice EndsLwKnow EnlOth EnlTotPositiv Nonadlt IndAdjHostile Strong Active Stay IAV PowCon PowTot,NW
1255,CB,COLL Kin@ HU AffOth AffTotPositiv Complet QuanECON Exprsv RitualExprsv RitualPositiv Pstv Virtue EVAL PosAffPositiv Pstv Submit Academ Role HU EnlPt EnlTotPositiv Pstv ComForm EnlOth EnlTot FormLw,NW
1256,CB,Positiv Nonadlt IndAdjStrong IncreasStrong Means EndsLwABS DIST Space TimeSpcNegativ Ngtv Weak Passive Fail IAV PowCon PowTot,NW
1257,CB,Exprsv RitualSpace TimeSpc,NW
1258,CB,Positiv Pstv Virtue EVAL RcEnds RcTotPositiv Feel Arousal DoctrinArousal EndsLwStrong Active Complet IAV TrnGain,NW
